"20191014_Toxoplasma_TMT_FullExperiment, 126C, ctrl.turbo.rah.nobiotin"	"20191014_Toxoplasma_TMT_FullExperiment, 127N, ctrl.turbo.cyto.nobiotin"	"20191014_Toxoplasma_TMT_FullExperiment, 127C, ctrl.noturbo.nobiotin"	"20191014_Toxoplasma_TMT_FullExperiment, 128N, turborah.toxo.r1"	"20191014_Toxoplasma_TMT_FullExperiment, 128C, turborah.mock.r1"	"20191014_Toxoplasma_TMT_FullExperiment, 129N, turborah.toxo.r2"	"20191014_Toxoplasma_TMT_FullExperiment, 129C, turborah.mock.r2"	"20191014_Toxoplasma_TMT_FullExperiment, 130N, turborah.toxo.r3"	"20191014_Toxoplasma_TMT_FullExperiment, 130C, turbocyto.toxo.r1"	"20191014_Toxoplasma_TMT_FullExperiment, 131N, turborah.toxo.r4"	"20191014_Toxoplasma_TMT_FullExperiment, 131C, turbocyto.toxo.r2"	"20191014_Toxoplasma_TMT_FullExperiment, 126C.127C.127N, control.mean"	id	accession_number	numColumnsProteinObserved	numSpectraProteinObserved	numPepsUnique	numPepsUniqueSubgroupSpecificCI	accession_numbers	species	protein_mw	percentCoverage	groupNum	subgroupNum	scoreUnique	scoreUniqueSubgroupSpecificCI	entry_name	20191014_Toxoplasma_TMT_FullExperiment unique_peptides	20191014_Toxoplasma_TMT_FullExperiment numSpectra	20191014_Toxoplasma_TMT_FullExperiment totalIntensity	20191014_Toxoplasma_TMT_FullExperiment pct_cov
205774	363402	123425	2901157	2497799	3398742	2925553	2966213	9937286	2924261	10986763	211454	P31350-2	P31350-2	1	15	9	9	P31350-2|P31350|A0A286YFD6|Q7LG56-6|Q7LG56|Q7LG56-2|A0A0C4DGZ6|TGGT1_207060-t26_1-p1	HUMAN	51491.5	22.4	1067	1067.1	144.18	144.18	Isoform 2 of Ribonucleoside-diphosphate reductase subunit M2	9	15	1.57E+09	22.40%
408342	839960	228396	3767372	3529396	4006763	4018179	4248165	15735688	3887080	16307321	415251	O60502	O60502	1	16	11	11	O60502|O60502-4|O60502-2|O60502-3	HUMAN	103997.3	16.4	1068	1068.1	144.15	144.15	Protein O-GlcNAcase	11	16	7.26E+08	16.40%
589319	965543	422238	6669107	5811742	7799921	7459804	7386329	12213917	7053390	13216900	574810	P08195-4	P08195-4	1	13	12	12	P08195-4|J3KPF3|P08195|F5GZS6|P08195-3|P08195-2|F5GZI0	HUMAN	71350.3	22.2	1069	1069.1	143.75	143.75	Isoform 4 of 4F2 cell-surface antigen heavy chain	12	13	9.73E+08	22.20%
1507391	3272638	540149	36080278	28826343	34717155	35351327	37802368	59598536	38989975	68922804	1545153	O95372	O95372	1	30	7	7	O95372|Q5QPQ0|Q5QPQ3|Q5QPQ2|Q5QPN9	HUMAN	25078.9	41.9	1070	1070.1	143.72	143.72	Acyl-protein thioesterase 2	7	30	1.17E+10	41.90%
247323	536574	66239	2529881	2347969	2740664	2840720	2787892	6122246	2678014	6964663	243544	Q96CV9	Q96CV9	1	13	10	10	Q96CV9|Q96CV9-3|Q96CV9-2	HUMAN	66319.4	25.6	1071	1071.1	143.71	143.71	Optineurin	10	13	1.17E+09	25.60%
447868	631519	219133	3314265	3019242	3428178	3462432	3726891	5295812	3408255	5805885	445033	Q6P1M0	Q6P1M0	1	12	10	10	Q6P1M0|Q6P1M0-2	HUMAN	72975.8	19.2	1072	1072.1	143.61	143.61	Long-chain fatty acid transport protein 4	10	12	8.15E+08	19.20%
186710	377735	96856	1862982	1925349	2152451	2044063	2069574	4544026	2129847	5037621	195589	J3KN16	J3KN16	1	14	11	11	J3KN16|Q5VYK3	HUMAN	225629.8	7.8	1073	1073.1	143.45	143.45	KIAA0368	11	14	3.17E+08	7.80%
268390	312568	125125	6580509	5938682	6986264	6927688	7043693	3710834	7233764	4123836	246201	P35610	P35610	1	22	9	9	P35610|P35610-2|P35610-3	HUMAN	65246.8	14.9	1074	1074.1	143.32	143.32	Sterol O-acyltransferase 1	9	22	2.39E+09	14.90%
572406	916604	324481	6712528	5588288	6489078	6140595	6872273	12033687	6796550	13924165	566451	Q16543	Q16543	1	15	9	9	Q16543	HUMAN	44981	33	1075	1075.1	143.06	143.06	Hsp90 co-chaperone Cdc37	9	15	2.22E+09	33.00%
937570	1359821	561587	8975240	8531317	8675161	9297887	8391233	14144041	9506316	14917587	940113	P39656	P39656	1	19	10	10	P39656|P39656-3|A0A0C4DGS1|P39656-2	HUMAN	50971	24.7	1076	1076.1	142.95	142.95	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit	10	19	9.97E+08	24.70%
608958	934646	355602	4066574	4408501	3902142	4760828	4077886	8225120	4383241	8009715	607601	A0A0U1RRM4	A0A0U1RRM4	1	16	9	9	A0A0U1RRM4|P26599-3|P26599-2|P26599|A6NLN1|A0A0D9SF20	HUMAN	62691.3	16.8	1077	1077.1	142.85	142.85	Polypyrimidine tract-binding protein 1	9	16	1.03E+09	16.80%
1564472	1552373	722203	9287162	8865535	10088274	10986347	9866145	18205297	9658885	20107111	1433081	P31942	P31942	1	25	9	9	P31942|P31942-2|P31942-3|P31942-4|P31942-5|P31942-6	HUMAN	36982.9	30.9	1078	1078.1	142.53	142.53	Heterogeneous nuclear ribonucleoprotein H3	9	25	2.40E+09	30.90%
6198523	8515098	3202971	37968495	40674269	39610053	48080240	42121566	46090795	38230620	51712169	6216747	P50914	P50914	1	46	10	10	P50914|E7EPB3	HUMAN	23545.5	36.7	1079	1079.1	142.44	142.44	60S ribosomal protein L14	10	46	1.21E+10	36.70%
444651	1121845	236407	11003960	13877274	11201538	13925558	10389134	9369311	11414091	9162064	441904	Q86XR8	Q86XR8	1	13	10	10	Q86XR8|Q86XR8-5|Q86XR8-4|F5GYW0|Q86XR8-2|Q86XR8-3|F5H6R3|F5GXS6	HUMAN	57430.3	21.4	1080	1080.1	142.04	142.04	Centrosomal protein of 57 kDa	10	13	8.90E+08	21.40%
1127651	1902786	420737	4746059	3910926	4180331	4908841	4308109	7157842	3412609	7541530	1122927	P07737	P07737	1	22	8	8	P07737|K7EJ44	HUMAN	15225.1	63.5	1081	1081.1	141.99	141.99	Profilin-1	8	22	1.64E+09	63.50%
581927	803381	305564	3734574	1670143	4108342	1601234	3591579	6310695	4521202	7012822	596583	TGGT1_278870-t26_1-p1	TGGT1_278870	1	16	12	12	TGGT1_278870-t26_1-p1	Toxoplasma_gondii_GT1	219129.3	8.7	1082	1082.1	141.95	141.95	TGGT1_278870	12	16	6.45E+08	8.70%
804509	1304369	683178	5543079	5375876	6384282	6402869	6801158	14369314	6589029	16344556	859861	Q8NE86	Q8NE86	1	16	10	10	Q8NE86|Q8NE86-3|Q8NE86-2	HUMAN	40151.4	34.4	1083	1083.1	141.9	141.9	Calcium uniporter protein mitochondrial	10	16	2.56E+09	34.40%
997206	1230838	445583	5278960	1594658	5416954	1862840	5224337	9340999	5316634	9278113	983394	TGGT1_269885B-t26_1-p1	TGGT1_269885B	1	14	10	6	TGGT1_269885B-t26_1-p1	Toxoplasma_gondii_GT1	63280.4	23.1	1084	1084.1	141.82	85.51	TGGT1_269885B	10	14	5.64E+08	23.10%
91898	222976	50359	788127	384923	826790	302926	675308	2271007	731151	2160816	106448	TGGT1_269885A-t26_1-p1	TGGT1_269885A	1	5	9	5	TGGT1_269885A-t26_1-p1	Toxoplasma_gondii_GT1	142639.9	8.5	1084	1084.2	127.05	70.74	TGGT1_269885A	5	5	85900000	4.70%
1134377	1125562	542761	17458241	16441189	19335559	17438742	20085051	16560976	18013385	17281156	988528	Q96N66	Q96N66	1	22	7	7	Q96N66|Q96N66-2|Q96N66-3	HUMAN	53448.6	19.4	1085	1085.1	141.77	141.77	Lysophospholipid acyltransferase 7	7	22	4.53E+09	19.40%
282078	326572	141137	4189194	4518102	4751618	5450323	5168619	7117955	4481519	7625772	272623	Q14938-6	Q14938-6	1	22	9	8	Q14938-6|Q14938-4|Q14938-3|Q14938-5|C9JWJ8|Q14938|Q14938-2|K7EN08|K7EMQ5|Q12857-3|A0A1B0GU97|A0A1B0GW37|Q12857-4|B1AKN8|Q12857|Q12857-2|B1AKN5|B1AKN7|B1AKN6	HUMAN	48366.6	21	1086	1086.1	141.75	118.25	Isoform 6 of Nuclear factor 1 X-type	9	22	1.25E+09	21.00%
78097	77162	34636	863218	980846	871712	1054923	954449	1858640	898578	1841057	76803	P08651-2	P08651-2	1	2	2	1	P08651-2|P08651-3|P08651-4|A0A286YEX4|P08651|P08651-6|P08651-5	HUMAN	55080.2	5	1086	1086.2	39.45	15.95	Isoform 1 of Nuclear factor 1 C-type	1	2	39800000	2.00%
410799	385578	207176	5570926	5618085	6279322	6275266	6785850	7677240	6259803	8073295	347520	M0QZ12	M0QZ12	1	20	11	11	M0QZ12|Q96CP6|Q96CP6-3|Q96CP6-2|M0R0J9|S4R3I2	HUMAN	90418.2	16.4	1087	1087.1	141.7	141.7	GRAM domain-containing protein 1A	11	20	3.05E+09	16.40%
1310250	1369557	719369	10325968	8754109	12092983	10663180	11031170	12889646	12100184	13959724	1128694	C9JRZ6	C9JRZ6	1	16	10	10	C9JRZ6|Q9NX63|F8WAR4	HUMAN	27037.8	39.6	1088	1088.1	141.61	141.61	MICOS complex subunit	10	16	4.27E+09	39.60%
1064993	1457062	636964	7156663	5093522	7870260	5604161	8251476	22444151	7857064	23777731	1058002	P31153	P31153	1	20	12	12	P31153|P31153-2|Q00266	HUMAN	44002.2	31.1	1089	1089.1	141.41	141.41	S-adenosylmethionine synthase isoform type-2	12	20	1.86E+09	31.10%
3134393	8340226	234086	25443685	22685479	17931265	24790835	28079372	48588520	19010322	37997339	3163659	F8WCF6	F8WCF6	1	28	8	8	F8WCF6|P59998|P59998-3|P59998-2|F8WDD7|F8WE39|P59998-4|F8WDW3	HUMAN	21172.3	55.2	1090	1090.1	141.38	141.38	Actin-related protein 2/3 complex subunit 4	8	28	5.08E+09	55.20%
1090489	1310933	331886	3772232	629535	4840884	789852	3261049	10126444	3580634	9156522	1078794	TGGT1_263520-t26_1-p1	TGGT1_263520	1	17	9	9	TGGT1_263520-t26_1-p1	Toxoplasma_gondii_GT1	39193.5	23.3	1091	1091.1	141.37	141.37	TGGT1_263520	9	17	7.25E+08	23.30%
604347	963410	260440	7638116	5228913	8435745	6006502	9288730	29513734	8607847	29775589	590316	P53990-5	P53990-5	1	12	9	9	P53990-5|P53990-3|P53990-4|P53990|P53990-2|P53990-6	HUMAN	41736.1	31.1	1092	1092.1	140.91	140.91	Isoform 5 of IST1 homolog	9	12	9.38E+08	31.10%
1067534	791890	508878	3730887	2963546	3671064	3800127	3517911	4709619	3516019	4691999	791917	P24752	P24752	1	12	9	9	P24752|P24752-2|E9PRQ6	HUMAN	45484	37.7	1093	1093.1	140.6	140.6	Acetyl-CoA acetyltransferase mitochondrial	9	12	3.83E+08	37.70%
577084	842565	337345	4815970	4433963	4511506	5238199	4833297	9061025	4714286	8843098	573171	P30085	P30085	1	15	8	3	P30085|P30085-2	HUMAN	22450.2	55.1	1094	1094.1	140.5	68.66	UMP-CMP kinase	8	15	8.00E+08	55.10%
46558	135749		911215	1050609	835708	1366002	959206	3439561	1110334	3254103	46558	Q5T0D2	Q5T0D2	1	3	6	2	Q5T0D2|E9PJD2	HUMAN	19206.9	45.5	1094	1094.2	77.84	15.03	UMP-CMP kinase	2	3	1.17E+08	20.10%
134787	165013	69165	2691868	2502200	2371004	2882825	2730576	2541579	2660901	2867693	129611	Q8N2Y8	Q8N2Y8	1	16	12	12	Q8N2Y8	HUMAN	163333.5	9.1	1095	1095.1	140.33	140.33	Iporin	12	16	4.37E+08	9.10%
229911	503530	144204	1941625	1827516	1821114	1640312	1846799	9490541	1835018	10370725	233075	P30622	P30622	1	11	11	11	P30622|P30622-1|P30622-2|J3KP58|F5H0N7|F5H1T5	HUMAN	162985.2	9.6	1096	1096.1	140.19	140.19	CAP-Gly domain-containing linker protein 1	11	11	9.89E+08	9.60%
573012	606805	222947	3039600	3020703	3405536	3461865	3469518	13320256	3368663	13983299	359854	Q14694-2	Q14694-2	1	16	9	9	Q14694-2|Q14694-3|Q14694	HUMAN	93337.1	14.7	1097	1097.1	140.15	140.15	Isoform 2 of Ubiquitin carboxyl-terminal hydrolase 10	9	16	1.43E+09	14.70%
376367	397643	164313	8405881	6613857	8623847	7504854	8933508	4237713	8603602	4627385	331281	E9PCW1	E9PCW1	1	20	10	10	E9PCW1|O95249|B4DQA8|O95249-2|K7EJC8|F6RU00	HUMAN	28406.9	51.2	1098	1098.1	140.14	140.14	Golgi SNAP receptor complex member 1	10	20	1.25E+09	51.20%
618765	921754	341566	5384206	4656367	4982714	5224807	5657380	14563374	5320898	15496952	623485	Q9UPU5	Q9UPU5	1	14	12	12	Q9UPU5	HUMAN	297383.8	5.3	1099	1099.1	139.8	139.8	Ubiquitin carboxyl-terminal hydrolase 24	12	14	7.22E+08	5.30%
484698	762995	224194	2445133	2139458	2125417	2709696	2332752	6278331	2034747	5655041	489653	P22314	P22314	1	12	10	10	P22314|P22314-2|Q5JRR6	HUMAN	118930.9	12.6	1100	1100.1	139.79	139.79	Ubiquitin-like modifier-activating enzyme 1	10	12	4.27E+08	12.60%
691502	982061	310397	4617592	4165230	4565150	5363250	4822742	11802682	4702470	12863873	665434	A0A0A0MRC4	A0A0A0MRC4	1	16	9	9	A0A0A0MRC4|Q86YR5|A0A0A0MSK4|Q86YR5-4|Q86YR5-3|A0A087WVF5|P81274|Q86YR5-2	HUMAN	78910.1	17.2	1101	1101.1	139.68	139.68	G-protein-signaling modulator 1	9	16	4.11E+08	17.20%
311941	710078	175623	4112554	3591070	4440837	3670450	4384588	15691084	4823097	16997766	315568	Q13325	Q13325	1	13	8	8	Q13325|Q13325-2	HUMAN	56302.1	21.7	1102	1102.1	139.68	139.68	Interferon-induced protein with tetratricopeptide repeats 5	8	13	4.89E+08	21.70%
312166	589996	165225	3803772	3418631	3902325	3742808	4009111	9431583	3837247	10023944	330150	Q9UJ70-2	Q9UJ70-2	1	12	9	9	Q9UJ70-2|Q9UJ70|C9JEV6|H7C3G9|H7C286|H7C1L7	HUMAN	42436.3	30	1103	1103.1	139.63	139.63	Isoform 2 of N-acetyl-D-glucosamine kinase	9	12	5.79E+08	30.00%
276731	424128	177659	2964254	3022496	3136684	3285841	3311922	6967462	3258064	7208288	275936	P29353-6	P29353-6	1	14	10	10	P29353-6|P29353|P29353-7|P29353-2|P29353-3|P29353-5|X6R6D0|P98077|Q6S5L8	HUMAN	63405.6	24.4	1104	1104.1	139.59	139.59	Isoform 6 of SHC-transforming protein 1	10	14	4.79E+08	24.40%
258155	337895	206435	2044985	1969132	2114294	2261749	2084058	4683298	2208041	5252325	263758	Q9H2P0	Q9H2P0	1	14	11	11	Q9H2P0	HUMAN	124930	11.7	1105	1105.1	139.48	139.48	Activity-dependent neuroprotector homeobox protein	11	14	2.49E+09	11.70%
1418915	1686262	689908	8978298	7750499	9468164	9478767	9773010	18438548	9290504	21192268	1274892	P36507	P36507	1	13	10	6	P36507|Q02750|Q02750-2|G5E9C7|H3BRW9	HUMAN	44708.6	26.7	1106	1106.1	139.46	69.81	Dual specificity mitogen-activated protein kinase kinase 2	11	13	1.20E+09	26.70%
148830	150675	107820	1053306	842086	948178	1115054	1031878	2454876	953227	2479966	148049	A0A1B0GUL7	A0A1B0GUL7	1	2	6	2	A0A1B0GUL7	HUMAN	45550.5	16.5	1106	1106.2	85.03	16.76	Uncharacterized protein	2	2	2.32E+08	5.40%
1784182	317425	162822	22014329	24116353	24811662	23646014	24828714	6413951	24682588	7530430	293269	Q765P7	Q765P7	1	21	9	9	Q765P7|A0A087WXN9|Q765P7-2	HUMAN	80498.5	14.5	1107	1107.1	138.97	138.97	MTSS1-like protein	9	21	9.32E+09	14.50%
10466458	13570856	8526241	48833406	43629328	59124299	65548802	58024119	75214309	51003530	86115740	10643916	P62913	P62913	1	42	10	1	P62913	HUMAN	20480.2	57.3	1108	1108.1	138.97	18.36	60S ribosomal protein L11	10	42	1.64E+10	57.30%
201683	308569	157858	1035469	883903	1284476	1093322	1251099	1968390	1157887	2430812	195648	P62913-2	P62913-2	1	3	10	1	P62913-2	HUMAN	20352.1	57	1108	1108.2	135.07	14.46	Isoform 2 of 60S ribosomal protein L11	1	3	6.20E+08	6.20%
275640	414645	171953	5531518	4718352	5596162	5700121	6233761	10107977	5515741	11024281	283896	Q5T3I0-3	Q5T3I0-3	1	16	9	9	Q5T3I0-3|Q5T3I0|E9PAV9|A0A0A0MRK1|F2Z3C6|E9PPY4|Q5T3I0-2	HUMAN	51155	25.2	1109	1109.1	138.84	138.84	Isoform 3 of G patch domain-containing protein 4	9	16	1.13E+09	25.20%
643071	471153	196332	2709513	2817510	2815015	3156740	2736964	4849287	2623730	5232921	442342	P21964	P21964	1	17	8	8	P21964|P21964-2|E7EUU8|F8WBW9	HUMAN	30492.9	43.9	1110	1110.1	138.79	138.79	Catechol O-methyltransferase	8	17	1.71E+09	43.90%
147495	373753	100059	2381874	2538774	2335848	2939656	2652897	6510236	2622823	7229101	175477	Q13136	Q13136	1	15	10	10	Q13136|Q13136-2|E9PJZ7|O75334|O75334-3|G3V200|O75334-4|O75334-5|O75334-6|H0YHK3|O75334-7|O75334-8	HUMAN	136347	9.3	1111	1111.1	138.58	138.58	Liprin-alpha-1	10	15	4.87E+08	9.30%
837901	1096639	336338	5149405	4943667	5289843	5210144	5085748	11062652	4875010	11457933	785322	P51148-2	P51148-2	1	27	7	5	P51148-2|P51148|K7ERI8|F8VPW9|F8WD79|F8WCY6	HUMAN	27263.3	41.7	1112	1112.1	138.56	107.1	Isoform 2 of Ras-related protein Rab-5C	7	27	1.80E+09	41.70%
174092	308394	125846	1321625	1510657	1661602	1354889	1369581	2377690	1316179	2510387	176919	P61020	P61020	1	9	6	4	P61020|P61020-2	HUMAN	23934.6	37.2	1112	1112.2	110.39	78.93	Ras-related protein Rab-5B	4	9	4.12E+08	27.40%
223043	350466	91736	2168379	2396371	2266217	2487833	2478975	4426273	2425532	4501794	226716	P20339	P20339	1	13	6	4	P20339|P20339-2	HUMAN	23886.5	37.2	1112	1112.3	103.37	71.91	Ras-related protein Rab-5A	4	13	4.02E+08	27.40%
1103875	1201870	490817	4473422	4745906	4628290	5515870	4734249	7063164	4709152	7582365	1044508	Q13428-4	Q13428-4	1	16	10	10	Q13428-4|Q13428-3|Q13428|Q13428-8|Q13428-2|E7ETY2|Q13428-7|Q13428-6|Q13428-5	HUMAN	156154.5	7.6	1113	1113.1	138.45	138.45	Isoform 4 of Treacle protein	10	16	6.98E+08	7.60%
272448	347087	153601	2725443	2650131	3065947	3092928	3264607	5335215	3000870	5645555	244413	P11362-21	P11362-21	1	15	10	8	P11362-21|P11362|P11362-19|P11362-2|P11362-7|P11362-20|P11362-3|E7EU09|P11362-4|P11362-14|P11362-5|P11362-6|P11362-8|P11362-9|P11362-10|P11362-11|P11362-12|P11362-13|C1KBH7|P11362-16|P11362-18|B5A958|S4R381|P22607-2|P22607|F8W9L4|P22607-4|P22607-3	HUMAN	96540.2	15.9	1114	1114.1	138.42	111.24	Isoform 21 of Fibroblast growth factor receptor 1	10	15	1.11E+09	15.90%
6377	12660	3723	181269	187090	198218	229246	212646	131674	245159	164431	6377	P21802-11	P21802-11	1	1	3	1	P21802-11|P21802-16|P21802-3|A0A0A0MR25|P21802|P21802-18|P21802-5|P21802-7|P21802-10|P21802-9|P21802-6|P21802-12|P21802-17|P21802-2|P21802-13|P21802-8|D2CGD1|P21802-23|E7EVR7|P21802-21|P21802-20|P21802-15|P21802-4|P21802-22|P21802-19|P21802-14|S4R3B2	HUMAN	93644.2	3.8	1114	1114.2	31.65	4.47	Isoform 11 of Fibroblast growth factor receptor 2	1	1	24800000	1.20%
286512	500274	174063	2442339	1969181	2463408	2277005	2527275	12923610	2533566	13635008	261858	Q06190	Q06190	1	12	11	11	Q06190|Q06190-2|Q06190-3	HUMAN	131701.6	12	1115	1115.1	138.17	138.17	Serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit alpha	11	12	4.49E+08	12.00%
928730	1105979	525599	6014076	5741205	6376149	6372913	6602313	13516034	6269522	14837776	877485	Q92878-2	Q92878-2	1	13	11	11	Q92878-2|Q92878|Q92878-3|E7ESD9|E9PM98|A0A1W2PPC4	HUMAN	155611.3	9.9	1116	1116.1	137.89	137.89	Isoform 2 of DNA repair protein RAD50	11	13	8.45E+08	9.90%
250710	507217	130572	2873946	3380506	3031636	3259363	3114549	6513931	3155622	7145150	252245	P42345	P42345	1	15	13	13	P42345|B1AKP8	HUMAN	290940.5	5.4	1117	1117.1	137.63	137.63	Serine/threonine-protein kinase mTOR	13	15	3.69E+08	5.40%
3051553	10165267	803189	36659012	26814187	40006125	47490797	43245122	108095471	37959851	106809246	3084695	P10599	P10599	1	31	9	9	P10599|P10599-2	HUMAN	12022.6	66.6	1118	1118.1	137.62	137.62	Thioredoxin	9	31	3.08E+10	66.60%
218717	279410	98663	1972924	2235724	2212732	2333158	2113625	3783634	2081752	3980411	221687	Q8IY17-4	Q8IY17-4	1	14	8	8	Q8IY17-4|Q8IY17|Q8IY17-3|Q8IY17-2|Q8IY17-5	HUMAN	152434.6	8.6	1119	1119.1	137.61	137.61	Isoform 4 of Neuropathy target esterase	8	14	5.35E+08	8.60%
908600	752296	390850	11513370	9705242	11586377	10572539	12716199	6728975	12056297	7205599	678199	Q9NR31	Q9NR31	1	20	8	3	Q9NR31|Q9NR31-2|Q5SQT8	HUMAN	22480.5	43.4	1120	1120.1	137.45	65.44	GTP-binding protein SAR1a	8	20	2.70E+09	43.40%
48610	78786	30604	557879	482546	609651	473627	582104	1334380	577868	1387909	47044	Q9Y6B6	Q9Y6B6	1	3	7	2	Q9Y6B6|D6RDB2|Q9H029	HUMAN	22523.6	37.3	1120	1120.2	110.88	38.87	GTP-binding protein SAR1b	2	3	9.80E+07	21.70%
187508	202333	221314	819092	606828	821528	599438	766343	912106	779293	891776	188254	TGGT1_215060-t26_1-p1	TGGT1_215060	1	4	4	3	TGGT1_215060-t26_1-p1	Toxoplasma_gondii_GT1	22195.3	15.1	1120	1120.3	42.54	28.07	TGGT1_215060	3	4	1.36E+08	13.50%
129246	235498	71922	833312	718796	773588	781228	798671	3032762	895518	3180716	125358	A0A087WZV0	A0A087WZV0	1	12	9	9	A0A087WZV0|O43314|O43314-2|Q6PFW1|Q6PFW1-2|B7WPL9|F8W9A8|Q6PFW1-3|Q6PFW1-4|Q6PFW1-7|Q6PFW1-5|Q6PFW1-6	HUMAN	145671.7	10	1121	1121.1	137.22	137.22	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2	9	12	3.59E+08	10.00%
301016	308568	122958	1782411	1746684	1896495	1957352	1955325	2998085	1799443	3166650	270809	O94906	O94906	1	11	9	9	O94906|O94906-2	HUMAN	107721.8	12.2	1122	1122.1	137.21	137.21	Pre-mRNA-processing factor 6	9	11	2.74E+08	12.20%
3770913	6020747	2413761	23826404	5336693	22292243	6635635	25235165	46697392	23418044	49979676	3770913	TGGT1_262670-t26_1-p1	TGGT1_262670	1	24	10	10	TGGT1_262670-t26_1-p1	Toxoplasma_gondii_GT1	21443.9	53.5	1123	1123.1	136.52	136.52	TGGT1_262670	10	24	4.71E+09	53.50%
948409	839581	403257	8463828	9005548	8234732	9496663	8738639	9381754	8988548	9717633	791064	P82650	P82650	1	14	10	10	P82650|G5E9V5|G5E9W7|P82650-2	HUMAN	41450.8	37.5	1124	1124.1	135.92	135.92	28S ribosomal protein S22 mitochondrial	10	14	9.41E+08	37.50%
214710	239076	98760	1645416	1748381	1680081	1847756	1673532	4151484	1743521	4449535	205301	Q5VT52	Q5VT52	1	10	10	10	Q5VT52|Q5VT52-3|Q5VT52-2|Q5VT52-5|Q5VT52-4	HUMAN	156473.2	9.3	1125	1125.1	135.82	135.82	Regulation of nuclear pre-mRNA domain-containing protein 2	10	10	1.09E+09	9.30%
82043	224115	49219	596194	631482	496913	367922	475166	2143349	620302	2170718	82197	F5H619	F5H619	1	10	8	8	F5H619|Q86XA9|Q86XA9-2|Q86XA9-3	HUMAN	226066	6.2	1126	1126.1	135.74	135.74	HEAT repeat-containing protein 5A	8	10	1.74E+09	6.20%
1526682	2185302	789916	23878809	3238091	45030989	4307026	28565043	10945409	23555273	11590432	1472698	TGGT1_309590-t26_1-p1	TGGT1_309590	1	27	11	11	TGGT1_309590-t26_1-p1	Toxoplasma_gondii_GT1	49712.2	16.6	1127	1127.1	135.57	135.57	TGGT1_309590	11	27	9.98E+09	16.60%
1150825	1269345	663218	3387420	3346348	3326513	3728051	3401194	5098920	3511966	5829494	1106732	Q14498	Q14498	1	17	9	9	Q14498|Q14498-2|Q14498-3|G3XAC6|A8MYG5|F8WF73|F2Z2Z5|F2Z3E6|F8WF24	HUMAN	59663.8	22.2	1128	1128.1	135.55	135.55	RNA-binding protein 39	9	17	7.10E+08	22.20%
263416	562689	155161	3499071	3956165	3677314	4217530	3107607	4267244	3541607	4754925	268188	Q9NXG0-2	Q9NXG0-2	1	14	10	10	Q9NXG0-2|Q9NXG0|Q9NXG0-3	HUMAN	162757.8	7.8	1129	1129.1	135.47	135.47	Isoform 2 of Centlein	10	14	9.60E+08	7.80%
765550	841877	338187	4479907	4151875	5812090	4960289	4832697	6732024	5056151	6669748	651326	Q9Y512	Q9Y512	1	15	10	10	Q9Y512	HUMAN	52374.6	27.7	1130	1130.1	135.13	135.13	Sorting and assembly machinery component 50 homolog	10	15	7.41E+08	27.70%
464714	755696	379880	2472010	2466437	2559124	2639921	2691838	17372828	2549964	18177557	482407	Q4L180-2	Q4L180-2	1	17	11	11	Q4L180-2|Q4L180-3|Q4L180-5|Q4L180|Q4L180-7|Q4L180-6	HUMAN	130798.7	11	1131	1131.1	134.93	134.93	Isoform 2 of Filamin A-interacting protein 1-like	11	17	5.74E+08	11.00%
116092	275038	60984	1324278	1394813	1334300	1522714	1473137	9110190	1465440	9493329	113361	Q96K76	Q96K76	1	11	10	10	Q96K76|Q96K76-4|Q96K76-2|Q96K76-3	HUMAN	158677.8	8.5	1132	1132.1	134.89	134.89	Ubiquitin carboxyl-terminal hydrolase 47	10	11	4.64E+08	8.50%
387088	384961	446150	2441245	2275945	2804722	2756750	2704199	6780733	2703717	7285138	385648	Q8TDB6	Q8TDB6	1	12	9	9	Q8TDB6|Q8TDB6-2	HUMAN	84636.9	14.7	1133	1133.1	134.51	134.51	E3 ubiquitin-protein ligase DTX3L	9	12	4.17E+08	14.70%
457342	787529	241684	6094260	4230172	6463475	5141735	6644519	9735694	6219941	10287832	452262	Q99541	Q99541	1	13	9	9	Q99541|Q5SYF4|Q5SYF3	HUMAN	48302.8	28.1	1134	1134.1	134.21	134.21	Perilipin-2	9	13	9.10E+08	28.10%
1680062	2177248	892183	9482270	2902406	11867553	3384656	12137474	35368485	11767359	34217323	1685254	TGGT1_312090-t26_1-p1	TGGT1_312090	1	17	9	9	TGGT1_312090-t26_1-p1	Toxoplasma_gondii_GT1	15160.6	48.2	1135	1135.1	134.03	134.03	TGGT1_312090	9	17	2.37E+09	48.20%
455787	565414	172425	3587503	3475308	3788497	3947414	4083561	6431550	3831582	7113070	447662	P55060	P55060	1	11	10	10	P55060|P55060-3|P55060-4|P55060-2	HUMAN	111213.3	13.4	1136	1136.1	133.87	133.87	Exportin-2	10	11	4.05E+08	13.40%
585428	744128	307209	4694511	3957805	5084236	4739296	5125070	12211181	4703353	12652080	580689	P10398	P10398	1	16	10	7	P10398|Q96II5|P10398-2	HUMAN	68382.9	19.4	1137	1137.1	133.73	91.85	Serine/threonine-protein kinase A-Raf	10	16	1.52E+09	19.40%
