20191004_Toxoplasma_PMV_TMT, 126C:126C.127C.127N, ctrl.turbo.rah.nobiotin:control.mean	20191004_Toxoplasma_PMV_TMT, 127N:126C.127C.127N, ctrl.turbo.cyto.nobiotin:control.mean	20191004_Toxoplasma_PMV_TMT, 127C:126C.127C.127N, ctrl.noturbo.nobiotin:control.mean	20191004_Toxoplasma_PMV_TMT, 128N:126C.127C.127N, turborah.toxo.r1:control.mean	20191004_Toxoplasma_PMV_TMT, 128C:126C.127C.127N, turborah.mock.r1:control.mean	20191004_Toxoplasma_PMV_TMT, 129N:126C.127C.127N, turborah.toxo.r2:control.mean	20191004_Toxoplasma_PMV_TMT, 129C:126C.127C.127N, turborah.mock.r2:control.mean	20191004_Toxoplasma_PMV_TMT, 130N:126C.127C.127N, turborah.toxo.r3:control.mean	20191004_Toxoplasma_PMV_TMT, 130C:126C.127C.127N, turbocyto.toxo.r1:control.mean	20191004_Toxoplasma_PMV_TMT, 131N:126C.127C.127N, turborah.toxo.r4:control.mean	20191004_Toxoplasma_PMV_TMT, 131C:126C.127C.127N, turbocyto.toxo.r2:control.mean	id	accession_number	numColumnsProteinObserved	numSpectraProteinObserved	numPepsUnique	numPepsUniqueSubgroupSpecificCI	accession_numbers	species	protein_mw	percentCoverage	groupNum	subgroupNum	scoreUnique	scoreUniqueSubgroupSpecificCI	entry_name	20191004_Toxoplasma_PMV_TMT unique_peptides	20191004_Toxoplasma_PMV_TMT numSpectra	20191004_Toxoplasma_PMV_TMT totalIntensity	20191004_Toxoplasma_PMV_TMT pct_cov
0	0.418	-0.635	2.348	2.744	2.694	2.582	2.518	3.828	2.604	3.87	P05388	P05388	1	9	8	8	P05388|F8VWS0|P05388-2|G3V210|F8VRK7|F8VQY6|Q8NHW5|F8W1K8	HUMAN	34444.1	41.6	636	636.1	113.77	113.77	60S acidic ribosomal protein P0	8	9	5.09e+08	41.6%
0.143	0.058	-1.137	3.415	3.371	3.661	3.415	3.728	2.95	3.695	3.042	Q9NR31	Q9NR31	1	9	7	2	Q9NR31|Q9NR31-2|Q5SQT8|TGGT1_215060-t26_1-p1	HUMAN	22480.5	37.3	637	637.1	113.71	46.86	GTP-binding protein SAR1a	7	9	2.64e+09	37.3%
											Q9Y6B6	Q9Y6B6	1	1	6	1	Q9Y6B6|D6RDB2|Q9H029	HUMAN	22523.6	25.7	637	637.2	92.47	25.62	GTP-binding protein SAR1b	1	1	91100000	10.1%
0.011	0.01	-0.894	1.4	1.219	1.423	1.186	1.26	2.058	1.203	2.018	P48735	P48735	1	10	9	9	P48735|P48735-2|H0YL11	HUMAN	51364.8	21	638	638.1	113.63	113.63	Isocitrate dehydrogenase [NADP], mitochondrial	9	10	9.51e+08	21.0%
0	0.353	-0.501	3.954	4.417	3.844	4.54	3.985	3.504	4.259	3.669	Q9BRK3-2	Q9BRK3-2	1	9	8	8	Q9BRK3-2|Q9BRK3|Q9BRK3-3|Q9BRK3-4	HUMAN	50018.5	19.3	639	639.1	113.39	113.39	Isoform 2 of Matrix remodeling-associated protein 8	8	9	3.44e+09	19.3%
0.51	0	-0.589	1.913	1.838	1.782	2.599	2.057	2.001	1.809	2.201	P12763	P12763	1	11	8	8	P12763|P02765	BOVIN	39216.8	22.5	640	640.1	113.28	113.28	Alpha-2-HS-glycoprotein	8	11	4.88e+09	22.5%
0	0.348	-1.026	2.764	2.701	2.815	2.876	2.872	4.285	2.781	4.387	A0A0A0MRI2	A0A0A0MRI2	1	10	9	7	A0A0A0MRI2|Q9UNH7|Q9UNH7-2|G3V4Z5|G3V2U1	HUMAN	48145.7	21.2	641	641.1	112.9	98.36	Sorting nexin	9	10	3.97e+08	21.2%
	0.475	-1.402	3.181	2.994	3.141	3.183	3.378	4.732	3.191	4.836	Q9Y5X3	Q9Y5X3	1	1	3	1	Q9Y5X3	HUMAN	47100.9	5.1	641	641.2	19.95	5.41	Sorting nexin-5	1	1	29200000	3.7%
0	0.867	-0.529	3.513	3.485	3.589	3.484	3.778	4.609	3.709	4.611	Q9NRY5	Q9NRY5	1	7	7	7	Q9NRY5|E7ESJ7	HUMAN	55752.5	23.7	642	642.1	112.59	112.59	Protein FAM114A2	7	7	5.61e+08	23.7%
0	0.775	-1.233	2.403	2.562	2.511	2.473	2.554	4.47	2.477	4.574	Q8WX93	Q8WX93	1	11	9	9	Q8WX93|Q8WX93-5|Q8WX93-3|Q8WX93-8|Q8WX93-4|Q8WX93-9|Q8WX93-2|Q8WX93-7|Q86TC9|Q86TC9-2|A0A087WX60	HUMAN	151930.4	7.8	643	643.1	112.45	112.45	Palladin	9	11	5.66e+08	7.8%
0	0.386	-0.447	3.264	3.353	3.301	3.727	3.304	4.105	3.294	4.316	Q9ULW0-2	Q9ULW0-2	1	10	10	10	Q9ULW0-2|Q9ULW0	HUMAN	90190.4	14.6	644	644.1	112.01	112.01	Isoform 2 of Targeting protein for Xklp2	10	10	7.08e+08	14.6%
0	0.134	-0.291	3.3	3.212	3.116	3.384	3.357	3.924	3.33	4.099	Q9P260-2	Q9P260-2	1	7	7	7	Q9P260-2|Q9P260|A0A075B785	HUMAN	139711.8	8.5	645	645.1	112	112	Isoform 2 of LisH domain and HEAT repeat-containing protein KIAA1468	7	7	1.6e+08	8.5%
0	1.532	-0.438	3.125	2.885	3.182	3.093	2.912	6.17	3.285	6.35	P29692	P29692	1	11	7	7	P29692|P29692-3|E9PRY8|P29692-2|A0A087X1X7|P29692-4|E9PQZ1|E9PMW7|E9PN91|E9PJD0	HUMAN	31235.4	31.3	646	646.1	111.74	111.74	Elongation factor 1-delta	7	11	2.07e+09	31.3%
0	0.806	-0.854	2.411	2.393	2.644	2.431	2.625	4.876	2.525	4.97	Q01804	Q01804	1	9	8	8	Q01804|Q01804-3|Q01804-5	HUMAN	124898	10.1	647	647.1	111.51	111.51	OTU domain-containing protein 4	8	9	6.21e+08	10.1%
0	0.271	-0.875	2.538	2.451	2.569	2.802	2.479	3.133	2.47	3.096	P51991	P51991	1	13	10	10	P51991|P51991-2	HUMAN	39822.5	30.9	648	648.1	111.02	111.02	Heterogeneous nuclear ribonucleoprotein A3	10	13	1.15e+09	30.9%
0	0.753	-0.712	2.759	2.992	2.707	3.076	2.913	4.868	2.826	5.056	Q5T5U3	Q5T5U3	1	10	10	10	Q5T5U3|A0A087WW76|A0A1B0GV73|F8W9U9|Q5T5U3-3	HUMAN	218696.3	6	649	649.1	111.01	111.01	Rho GTPase-activating protein 21	10	10	2.54e+08	6.0%
0	0.41	-1.072	3.073	3.159	3.313	3.415	3.314	4.399	3.389	4.623	A0A286YFF8	A0A286YFF8	1	10	9	9	A0A286YFF8|Q7Z3U7|Q7Z3U7-5|Q7Z3U7-6|Q7Z3U7-2|Q7Z3U7-3|F8VZV1|F8VQS2|F8VZV6	HUMAN	192594.7	6.6	650	650.1	110.9	110.9	Protein MON2 homolog	9	10	6.55e+08	6.6%
0	0.456	-1.073	2.945	2.797	2.985	3.198	2.967	4.753	2.962	4.751	Q9UHD2	Q9UHD2	1	9	9	9	Q9UHD2	HUMAN	84268.2	14.5	651	651.1	110.75	110.75	Serine/threonine-protein kinase TBK1	9	9	1.69e+09	14.5%
0	0.324	-0.544	3.251	3.458	3.151	3.443	3.282	4.125	3.351	4.116	Q96HH9-3	Q96HH9-3	1	8	7	7	Q96HH9-3|Q96HH9|Q96HH9-4|E9PD09|Q96HH9-2|Q96HH9-5|B7Z4W8|D6R9P9|D6RFH3	HUMAN	50324.2	26.1	652	652.1	110.74	110.74	Isoform 3 of GRAM domain-containing protein 2B	7	8	2.83e+08	26.1%
0	0.61	-0.877	3.023	3.015	3.089	3.137	3.193	4.064	3.146	4.162	P62244	P62244	1	7	7	7	P62244|I3L3P7|I3L246|I3L303|H3BT37|H3BV27	HUMAN	14953.4	55.3	653	653.1	110.44	110.44	40S ribosomal protein S15a	7	7	6.87e+09	55.3%
0	0.433	-0.83	3.17	3.464	3.273	3.597	3.139	3.454	3.072	3.611	Q13488	Q13488	1	8	8	8	Q13488|E9PMC5|Q13488-2	HUMAN	93708	13.3	654	654.1	110.43	110.43	V-type proton ATPase 116 kDa subunit a isoform 3	8	8	1.13e+09	13.3%
0	0.876	-0.665	3.152	3.077	3.135	3.02	3.045	4.373	3.081	4.379	P17980	P17980	1	9	7	7	P17980|R4GNH3|E9PM69|TGGT1_300310-t26_1-p1	HUMAN	49488	22	655	655.1	110.18	110.18	26S proteasome regulatory subunit 6A	7	9	6.44e+08	22.0%
0	0.375	-0.79	2.468	2.499	2.923	2.709	2.634	3.748	2.677	4.077	A0A1B0GTW1	A0A1B0GTW1	1	11	11	11	A0A1B0GTW1|Q9UDY2-7|Q9UDY2|Q9UDY2-3|Q9UDY2-6|Q9UDY2-2|Q9UDY2-4|Q9UDY2-5	HUMAN	141123.7	9.5	656	656.1	110.17	110.17	Tight junction protein ZO-2	11	11	3.55e+08	9.5%
0	0.941	-0.891	3.442	3.575	3.748	3.839	3.855	6.21	3.667	6.353	Q8IW35-2	Q8IW35-2	1	9	9	9	Q8IW35-2|Q8IW35|E9PG22|F8WF91	HUMAN	100762.5	14.2	657	657.1	110.07	110.07	Isoform 2 of Centrosomal protein of 97 kDa	9	9	7.2e+08	14.2%
0	0.284	-0.152	4.146	3.897	4.264	4.049	4.39	4.193	4.409	4.279	Q99650	Q99650	1	10	8	8	Q99650|Q99650-2	HUMAN	111989.9	15	658	658.1	109.71	109.71	Oncostatin-M-specific receptor subunit beta	8	10	7.12e+08	15.0%
0	0.809	-0.73	2.699	2.479	2.692	2.626	2.756	4.765	2.789	4.86	B5ME19	B5ME19	1	11	10	10	B5ME19|Q99613|Q99613-2	HUMAN	106155.7	11.8	659	659.1	109.66	109.66	Eukaryotic translation initiation factor 3 subunit C-like protein	10	11	1.7e+09	11.8%
0.035	0	-0.628	1.736	1.657	2.033	2.227	1.884	1.858	1.896	1.859	P23246	P23246	1	9	8	8	P23246|P23246-2	HUMAN	76262.2	15.4	660	660.1	109.63	109.63	Splicing factor proline- and glutamine-rich	8	9	1.48e+09	15.4%
0	0.587	-1.131	3.92	3.88	4.068	4.058	3.975	4.053	3.918	4.165	Q9Y5G0	Q9Y5G0	1	7	7	5	Q9Y5G0|Q9Y5G0-2|Q9Y5G2|Q9Y5G3|Q9Y5G2-2|Q9Y5G3-2|Q9UN71|Q9UN71-2|Q9Y5F9|Q9Y5F8|Q9Y5F0|Q9Y5E3|Q9Y5E4|Q96TA0|A0A096LNH7|Q9Y5F9-2|Q9Y5F8-2|Q9Y5G9|Q9Y5F6|Q9Y5G4|Q9Y5G6|Q9Y5F7|Q9Y5H2|Q9Y5H1|Q9Y5G5|Q9Y5H3|Q9Y5G1|Q9Y5H4|Q9Y5G8|Q9Y5H0|O60330|Q9Y5G7|Q9Y5H2-3|A0A087WYB5|Q9BR81|A0A087WUC2	HUMAN	100615	11.4	661	661.1	109.51	80	Protocadherin gamma-B5	7	7	6.43e+08	11.4%
	0.396	-1.995	2.752	4.428	2.935	3.114	2.946	3.093	2.964	3.559	Q9UN70	Q9UN70	1	2	3	2	Q9UN70|Q9UN70-2	HUMAN	101360.8	4.8	661	661.2	41.6	30.91	Protocadherin gamma-C3	2	2	89100000	2.8%
0.176		-0.877	2.658	2.676	2.692	2.832	2.949	4.051	2.759	4.228	Q9UN66	Q9UN66	1	1	2	1	Q9UN66|Q9UN67|Q9Y5E9|Q9Y5E7|Q9Y5E5|Q9Y5E1|Q9Y5F2|Q9Y5E2|Q9Y5E6|Q9Y5E8|Q9NRJ7|Q9Y5E9-2|Q9Y5F2-2|Q9Y5F1|Q9Y5F1-2	HUMAN	88207.7	3.3	661	661.3	41.43	22.61	Protocadherin beta-8	1	1	51900000	2.1%
0	0.569	-0.854	2.667	2.723	2.736	2.683	2.847	3.901	2.933	3.97	Q9UBU9	Q9UBU9	1	10	9	9	Q9UBU9|Q9UBU9-2|B4E227	HUMAN	70694.6	20.8	662	662.1	109.44	109.44	Nuclear RNA export factor 1	9	10	5.07e+08	20.8%
0	0.497	-0.893	3.845	3.74	3.909	4.344	3.779	3.472	3.673	3.737	A0A075B6F9	A0A075B6F9	1	9	9	9	A0A075B6F9|Q9Y314|M0R1T7	HUMAN	33944.1	36.8	663	663.1	108.08	108.08	Nitric oxide synthase-interacting protein	9	9	9.22e+08	36.8%
0	0.441	-0.889	2.644	2.432	2.399	2.322	2.641	3.467	2.379	3.469	Q14839-2	Q14839-2	1	10	8	4	Q14839-2|A0A0C4DGG9|Q14839|F5GWX5	HUMAN	222441.5	5	664	664.1	108.07	50.03	Isoform 2 of Chromodomain-helicase-DNA-binding protein 4	8	10	5.37e+08	5.0%
-0.307	0.026		1.636	1.919	2.883	1.761	1.65	5.114	3.693	7.077	Q12873-3	Q12873-3	1	1	5	1	Q12873-3|Q12873|Q12873-2	HUMAN	234573.2	2.9	664	664.2	63.85	5.81	Isoform 3 of Chromodomain-helicase-DNA-binding protein 3	1	1	47700000	0.8%
0	0.58	-0.804	2.671	0.626	2.621	0.631	2.755	3.659	2.588	3.739	TGGT1_262670-t26_1-p1	TGGT1_262670-t26_1-p1	1	8	8	8	TGGT1_262670-t26_1-p1	Toxoplasma_gondii_GT1	21443.9	45.3	665	665.1	108.06	108.06	TGGT1_262670	8	8	2.07e+09	45.3%
0	0.049	-0.962	3.774	3.665	4.102	3.686	4.111	3.805	4.007	4.136	Q96S66	Q96S66	1	8	8	8	Q96S66|Q96S66-2|Q96S66-3|Q96S66-4|Q5T1P5	HUMAN	62706.1	18.8	666	666.1	107.88	107.88	Chloride channel CLIC-like protein 1	8	8	5.1e+08	18.8%
0	0.024	-0.661	3.494	3.407	3.388	3.634	3.578	4.253	3.506	4.108	Q15637-2	Q15637-2	1	7	7	7	Q15637-2|Q15637|Q15637-3|Q15637-6|Q15637-4|Q15637-5|Q15637-7|F8WEV5	HUMAN	68860	15.8	667	667.1	107.61	107.61	Isoform 2 of Splicing factor 1	7	7	2.85e+08	15.8%
0	0.821	-0.668	3.252	3.126	3.244	3.207	3.373	5.342	3.244	5.504	O43237	O43237	1	9	7	7	O43237|O43237-2|B4E2E0	HUMAN	54383.6	25.6	668	668.1	107.5	107.5	Cytoplasmic dynein 1 light intermediate chain 2	7	9	9.13e+08	25.6%
0	0.942	-0.574	2.337	2.235	2.618	2.41	2.207	4.781	2.8	5.19	P15311	P15311	1	9	8	5	P15311|E7EQR4|P35241-5|P35241|P35241-4	HUMAN	69525.7	16	669	669.1	106.96	71.44	Ezrin	8	9	9.19e+08	16.0%
-0.155	1.394	0	2.96	2.747	2.841	2.887	2.845	4.82	2.881	4.932	P26038	P26038	1	3	6	3	P26038	HUMAN	67933	9.3	669	669.2	72.23	36.71	Moesin	3	3	1.8e+08	5.1%
0	0.19	-0.5	0.881	-0.399	1.088	-0.339	0.867	1.233	1.012	1.269	TGGT1_217740-t26_1-p1	TGGT1_217740-t26_1-p1	1	10	8	8	TGGT1_217740-t26_1-p1	Toxoplasma_gondii_GT1	39237.7	27.3	670	670.1	106.48	106.48	TGGT1_217740	8	10	5.21e+08	27.3%
0	0.361	-0.719	2.528	2.42	2.631	2.805	2.696	3.637	2.63	3.828	Q13148	Q13148	1	10	7	7	Q13148|A0A087WYY0|A0A087X260|G3V162|B1AKP7|Q13148-4|A0A1W2PNU8|A0A0A0MSV7|K7EJ99	HUMAN	45081.4	21	671	671.1	106.37	106.37	TAR DNA-binding protein 43	7	10	1.1e+09	21.0%
0	0.484	-0.504	3.241	2.983	3.236	3.217	3.418	3.616	3.362	3.792	P98170	P98170	1	8	8	8	P98170	HUMAN	57824.9	17.7	672	672.1	106.35	106.35	E3 ubiquitin-protein ligase XIAP	8	8	5.98e+08	17.7%
0	1.103	-0.766	2.903	2.976	3.069	2.847	3.052	4.577	3.054	4.657	P30041	P30041	1	7	7	7	P30041	HUMAN	25148.6	47.7	673	673.1	106.19	106.19	Peroxiredoxin-6	7	7	8.32e+08	47.7%
0	0.244	-0.726	3.583	3.494	3.741	3.525	3.808	3.563	3.751	3.621	Q96N66	Q96N66	1	10	7	7	Q96N66|Q96N66-2|Q96N66-3	HUMAN	53448.6	17.3	674	674.1	106.18	106.18	Lysophospholipid acyltransferase 7	7	10	2.56e+09	17.3%
0	0.953	-0.856	2.649	2.932	2.534	3.221	2.972	5.015	2.861	4.951	Q01433	Q01433	1	9	9	9	Q01433|Q01433-2|Q01433-5|Q01433-4|Q01433-3	HUMAN	101484.8	9.6	675	675.1	106.01	106.01	AMP deaminase 2	9	9	1.02e+09	9.6%
0	0.751	-0.909	3.715	3.482	3.763	3.823	3.933	5.573	3.932	5.6	Q13188-2	Q13188-2	1	10	9	6	Q13188-2|Q13188|A0A087WZ06|Q8NBU1|E5RIM6	HUMAN	59803	20.2	676	676.1	105.81	78.65	Isoform 2 of Serine/threonine-protein kinase 3	9	10	1.15e+09	20.2%
0.137	0.246	-0.517	3.289	3.254	3.531	3.508	3.581	5.231	3.466	5.307	Q13043	Q13043	1	3	6	3	Q13043|Q13043-2|F5H5B4	HUMAN	55857.4	16.4	676	676.2	64.3	37.14	Serine/threonine-protein kinase 4	3	3	11400000	9.4%
0	0.512	-0.352	3.072	2.966	3.13	3.086	3.181	4.054	3.119	4.134	Q99497	Q99497	1	8	6	6	Q99497|K7ELW0	HUMAN	20061.9	49.7	677	677.1	105.7	105.7	Protein/nucleic acid deglycase DJ-1	6	8	2.96e+09	49.7%
0	0.584	-0.852	2.961	2.916	3.232	3.056	3.135	4.129	3.188	4.35	Q9BZE4	Q9BZE4	1	9	8	8	Q9BZE4|Q9BZE4-2|Q9BZE4-3	HUMAN	74362.6	16.7	678	678.1	105.48	105.48	Nucleolar GTP-binding protein 1	8	9	3.46e+08	16.7%
0.982	0	-0.232	2.4	2.129	2.808	2.041	2.19	3.99	2.386	4.059	P15924	P15924	1	8	8	8	P15924|P15924-3|P15924-2	HUMAN	334221.3	4.4	679	679.1	104.85	104.85	Desmoplakin	8	8	2.31e+08	4.4%
0	1.322	-2.639	2.837	2.809	2.582	2.825	3.02	3.777	2.59	3.642	F8WCF6	F8WCF6	1	9	7	7	F8WCF6|P59998|P59998-3|P59998-2|F8WDD7|F8WE39|F8WDW3	HUMAN	21172.3	43	680	680.1	104.78	104.78	Actin-related protein 2/3 complex subunit 4	7	9	3.42e+09	43.0%
0.051	0	-0.968	1.489	1.277	1.612	1.447	1.358	1.806	1.33	1.953	P34897	P34897	1	10	8	8	P34897|P34897-3|P34897-2|G3V540|P34896|P34896-2|P34896-3|P34896-4|G3V2D2|G3V2E4	HUMAN	56448.4	15.4	681	681.1	104.78	104.78	Serine hydroxymethyltransferase mitochondrial	8	10	5.48e+08	15.4%
0	0.462	-1.194	2.7	2.909	2.783	2.83	2.723	3.954	2.767	4.023	Q7KZF4	Q7KZF4	1	8	8	8	Q7KZF4	HUMAN	102679.8	12.4	682	682.1	104.71	104.71	Staphylococcal nuclease domain-containing protein 1	8	8	3.88e+08	12.4%
0	0.505	-0.787	3.164	3.005	3.165	3.18	3.125	4.349	3.095	4.314	O60264	O60264	1	8	8	6	O60264	HUMAN	122587.8	8.4	683	683.1	104.37	79.4	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5	8	8	2.49e+10	8.4%
	0.863	-1.344	2.96	3.075	3.171	3.19	3.24	4.444	3.136	4.541	B7ZLQ5	B7ZLQ5	1	1	3	1	B7ZLQ5|A0A0A0MRP6|P28370|P28370-2	HUMAN	125009.1	2.5	683	683.2	31.72	6.75	Probable global transcription activator SNF2L1	1	1	6540000	0.8%
0	0.528	-0.646	3.067	3.3	3.3	3.274	3.2	3.991	3.139	4.076	P19338	P19338	1	8	8	8	P19338	HUMAN	76670.1	15	684	684.1	104.32	104.32	Nucleolin	8	8	8.63e+08	15.0%
0	0.809	-0.796	2.203	2.114	2.042	2.285	2.149	3.802	2.172	3.992	P50552	P50552	1	10	9	9	P50552|K7ENL7	HUMAN	40000.2	25.5	685	685.1	104.13	104.13	Vasodilator-stimulated phosphoprotein	9	10	1.49e+10	25.5%
0	0.429	-0.969	3.394	3.258	3.511	3.345	3.758	5.135	3.522	5.218	Q96HS1	Q96HS1	1	9	9	9	Q96HS1|Q96HS1-2|F5GXG4	HUMAN	32232.1	32.1	686	686.1	104.09	104.09	Serine/threonine-protein phosphatase PGAM5 mitochondrial	9	9	3.11e+09	32.1%
0	0.404	-0.556	2.466	2.299	2.407	2.632	2.525	3.608	2.427	3.601	P62263	P62263	1	10	7	6	P62263|E5RH77	HUMAN	16443.6	39.7	687	687.1	103.97	94.32	40S ribosomal protein S14	7	10	1.01e+10	39.7%
0	0.3	-0.702	2.149	-0.12	2.222	0.934	2.366	3.362	2.194	3.24	TGGT1_263700-t26_1-p1	TGGT1_263700-t26_1-p1	1	4	5	4	TGGT1_263700-t26_1-p1	Toxoplasma_gondii_GT1	16358.3	42.3	687	687.2	78.53	68.88	TGGT1_263700	4	4	1.16e+09	42.3%
0	1.515	-0.372	3.127	3.106	3.251	3.315	3.052	5.202	3.095	5.704	Q15154	Q15154	1	9	8	8	Q15154|E7ETA6|Q15154-2|A6NNN6|E9PGW9|Q15154-3	HUMAN	230183.7	4.4	688	688.1	103.94	103.94	Pericentriolar material 1 protein	8	9	7.03e+08	4.4%
0	0.913	-1.409	3.231	3.382	3.496	3.681	3.679	5.531	3.472	5.524	Q92844	Q92844	1	9	7	7	Q92844|E7EQA9|E7EW82|E7EVA2|E7ERM9|E7EM55|Q92844-3|Q92844-2	HUMAN	48442.4	28.2	689	689.1	103.89	103.89	TRAF family member-associated NF-kappa-B activator	7	9	9.1e+08	28.2%
0	0.577	-0.782	2.797	2.7	2.857	2.921	2.952	4.473	2.891	4.487	Q12965	Q12965	1	10	9	9	Q12965|O00160|H0YN00	HUMAN	127630.1	11.8	690	690.1	103.87	103.87	Unconventional myosin-Ie	9	10	5.2e+09	11.8%
0	0.216	-0.688	4.092	3.485	3.734	3.743	3.845	3.55	3.8	3.745	P49257	P49257	1	8	7	7	P49257	HUMAN	57833.2	20	691	691.1	103.48	103.48	Protein ERGIC-53	7	8	2.02e+09	20.0%
0	0	-0.85	1.945	1.671	1.885	1.715	1.662	2.549	1.955	3.168	P40939	P40939	1	9	8	8	P40939	HUMAN	83739.9	18	692	692.1	102.69	102.69	Trifunctional enzyme subunit alpha mitochondrial	8	9	6.05e+08	18.0%
0	0.456	-0.85	2.576	2.76	2.979	2.867	2.953	3.776	2.707	3.847	Q9Y4F1-2	Q9Y4F1-2	1	8	8	8	Q9Y4F1-2|C9JME2|Q9Y4F1|A0A1B0GV68|Q9Y4F1-3	HUMAN	122909.6	10.9	693	693.1	102.67	102.67	Isoform 2 of FERM ARHGEF and pleckstrin domain-containing protein 1	8	8	1.06e+09	10.9%
0.293	0	-0.83	2.057	1.936	2.188	2.259	2.087	2.284	1.931	2.474	P55084	P55084	1	9	9	9	P55084|P55084-2|F5GZQ3|B5MD38	HUMAN	51578.8	23.8	694	694.1	102.65	102.65	Trifunctional enzyme subunit beta mitochondrial	9	9	1.15e+09	23.8%
0	0.177	-0.75	3.356	3.745	3.433	3.665	3.599	2.908	3.451	3.157	Q13591	Q13591	1	9	9	9	Q13591|Q9P283-4|Q9P283|Q9P283-3|F8WAT5|Q9P283-2|C9JKR3	HUMAN	124150.5	8	695	695.1	102.48	102.48	Semaphorin-5A	9	9	1e+09	8.0%
0.083	0.068	-1.301	3.169	2.169	3.106	1.945	3.142	3.541	3.08	3.536	TGGT1_279100-t26_1-p1	TGGT1_279100-t26_1-p1	1	6	6	5	TGGT1_279100-t26_1-p1|TGGT1_410370-t26_1-p1|TGGT1_411470-t26_1-p1	Toxoplasma_gondii_GT1	48164.6	20.9	696	696.1	102.27	83.34	TGGT1_279100	6	6	7.23e+08	20.9%
0.182	0.386	-1.079	1.457	0.917	1.8	1.285	1.73	2.113	1.67	1.836	TGGT1_410360-t26_1-p1	TGGT1_410360-t26_1-p1	1	2	5	2	TGGT1_410360-t26_1-p1	Toxoplasma_gondii_GT1	38306.6	16.6	696	696.2	52.49	15.45	TGGT1_410360	2	2	1.75e+08	3.9%
1.177	0	-1.345	2.963	0.832	3.042	1.191	2.964	2.027	2.955	2.22	TGGT1_220950-t26_1-p1	TGGT1_220950-t26_1-p1	1	2	4	2	TGGT1_220950-t26_1-p1	Toxoplasma_gondii_GT1	35676.5	12.5	696	696.3	44.75	26.64	TGGT1_220950	2	2	7.47e+08	5.6%
0.182	0	-1.062	3.826	3.796	3.885	4.009	4.145	3.852	3.981	3.772	Q9NZC7	Q9NZC7	1	8	7	7	Q9NZC7|Q9NZC7-2|Q9NZC7-5|Q9NZC7-3|Q9NZC7-6|F5H3R5|Q9NZC7-7|A0A087WZG5	HUMAN	47132.4	23.6	697	697.1	102.24	102.24	WW domain-containing oxidoreductase	7	8	1.37e+09	23.6%
0	0.25	-0.97	2.043	2.036	2.252	2.114	2.268	3.605	2.205	3.348	P62249	P62249	1	11	9	9	P62249|M0R210|M0R3H0|Q6IPX4	HUMAN	16559.1	47.9	698	698.1	102.23	102.23	40S ribosomal protein S16	9	11	4.97e+09	47.9%
0.197	0.036	-0.565	3.393	3.44	3.425	3.76	3.603	3.005	3.523	3.36	O95208	O95208	1	9	8	8	O95208|O95208-2|I3L2B2|E9PBC1|O95208-3|O95208-5|I3L2H1	HUMAN	68708.6	14.6	699	699.1	102.09	102.09	Epsin-2	8	9	1.12e+09	14.6%
0	0.187	-0.971	2.415	2.39	2.48	2.588	2.361	3.298	2.552	3.293	P51148-2	P51148-2	1	7	7	5	P51148-2|P51148|K7ERI8|F8VPW9|F8WD79|F8WCY6	HUMAN	27263.3	39.3	700	700.1	102.08	80.06	Isoform 2 of Ras-related protein Rab-5C	7	7	9.32e+08	39.3%
0	0.541	-0.597	1.47	1.648	1.953	2.892	1.74	1.631	1.876	1.834	P20339	P20339	1	3	5	3	P20339|P20339-2	HUMAN	23886.5	26.5	700	700.2	60.12	38.1	Ras-related protein Rab-5A	3	3	85800000	18.6%
0.094	0.521	-0.147	2.652	2.734	2.809	2.864	2.425	3.064	2.609	3.124	P61020	P61020	1	2	4	2	P61020|P61020-2	HUMAN	23934.6	20	700	700.3	54.56	32.54	Ras-related protein Rab-5B	2	2	5.53e+08	12.0%
0	0.67	-0.483	2.749	2.848	2.967	2.769	2.915	2.467	2.996	3.179	O15269	O15269	1	9	7	7	O15269|O15269-2	HUMAN	53313.5	17.7	701	701.1	102.05	102.05	Serine palmitoyltransferase 1	7	9	1.66e+09	17.7%
0	0.303	-1.152	2.848	2.385	2.666	2.37	2.712	4.008	2.633	4.137	O00401	O00401	1	8	8	8	O00401	HUMAN	55225.3	18.2	702	702.1	101.96	101.96	Neural Wiskott-Aldrich syndrome protein	8	8	9.77e+08	18.2%
0	0.15	-0.956	2.003	1.989	1.946	2.068	1.967	2.775	1.788	2.804	Q9H0A0	Q9H0A0	1	11	9	9	Q9H0A0|Q9H0A0-2|A0A087WV29|E9PMU0	HUMAN	116640.6	13.5	703	703.1	101.69	101.69	RNA cytidine acetyltransferase	9	11	3.73e+08	13.5%
0	0.375	0	3.798	3.864	4.055	3.753	3.993	5.17	3.944	5.311	Q9NZ09-4	Q9NZ09-4	1	7	6	6	Q9NZ09-4|Q9NZ09|Q9NZ09-2|Q9NZ09-3	HUMAN	62528.6	17.8	704	704.1	101.58	101.58	Isoform 4 of Ubiquitin-associated protein 1	6	7	5.13e+08	17.8%
0	0.35	-0.038	2.792	2.613	2.964	2.806	2.617	3.733	2.634	3.926	Q02241	Q02241	1	9	9	9	Q02241|H7BYN4|Q02241-2|Q02241-3|H0YME6|H0YMJ4	HUMAN	111083.9	11	705	705.1	101.54	101.54	Kinesin-like protein KIF23	9	9	5e+08	11.0%
